date|precipitation
2004-11-07|1.7854261
2004-11-08|1.3381475
2004-11-09|1.5599637
2004-11-10|2.0700238
2004-11-11|2.0672219
2004-11-12|1.9026189
2004-11-13|1.464561
2004-11-14|1.5243548
2004-11-15|1.2808551
2004-11-16|3.1879966
2004-11-17|2.4587348
2004-11-18|2.5864244
2004-11-19|5.00514
2004-11-20|4.002639
2004-11-21|3.0728877
2004-11-22|5.245546
2004-11-23|3.8135314
2004-11-24|5.193133
2004-11-25|4.1681347
2004-11-26|3.5524344
2004-11-27|2.3440022
2004-11-28|1.8289152
2004-11-29|2.681525
2004-11-30|3.0863729
2004-12-01|3.1236057
2004-12-02|2.3862193
2004-12-03|3.0240314
2004-12-04|4.991845
2004-12-05|3.1061893
2004-12-06|3.3908901
2004-12-07|3.0137718
2004-12-08|2.2660766
2004-12-09|2.021795
2004-12-10|1.8011233
2004-12-11|3.2769213
2004-12-12|3.6889799
2004-12-13|3.8405838
2004-12-14|2.4926848
2004-12-15|2.2037659
2004-12-16|2.9108765
2004-12-17|2.1485474
2004-12-18|1.9339011
2004-12-19|2.6118922
2004-12-20|2.569955
2004-12-21|2.3210413
2004-12-22|1.9986082
2004-12-23|3.2931173
2004-12-24|2.8151438
2004-12-25|4.0635653
2004-12-26|2.607338
2004-12-27|1.4383323
2004-12-28|3.1172795
2004-12-29|5.8508563
2004-12-30|3.354511
2004-12-31|2.5988932
2005-01-01|1.2114874
2005-01-02|1.5003564
2005-01-03|2.0760221
2005-01-04|1.6770185
2005-01-05|2.1057796
2005-01-06|1.5013218
2005-01-07|1.1896998
2005-01-08|2.4850795
2005-01-09|1.5548323
2005-01-10|2.9500422
2005-01-11|2.0717583
2005-01-12|2.6371133
2005-01-13|2.4079547
2005-01-14|2.1512694
2005-01-15|1.347705
2005-01-16|1.6271851
2005-01-17|2.2268019
2005-01-18|3.7236059
2005-01-19|2.7213335
2005-01-20|1.0488944
2005-01-21|1.5547266
2005-01-22|1.4054202
2005-01-23|1.4770977
2005-01-24|1.852429
2005-01-25|2.2980204
2005-01-26|2.5449924
2005-01-27|3.0741186
2005-01-28|2.4786243
2005-01-29|1.9667081
2005-01-30|3.1125789
2005-01-31|4.7371745
2005-02-01|5.6273465
2005-02-02|2.1607604
2005-02-03|1.6194794
2005-02-04|0.58520705
2005-02-05|1.5242602
2005-02-06|1.6765975
2005-02-07|2.8438506
2005-02-08|3.1771674
2005-02-09|0.8911214
2005-02-10|0.33603543
2005-02-11|0.25886595
2005-02-12|0.87126404
2005-02-13|0.842425
2005-02-14|0.6352775
2005-02-15|0.597219
2005-02-16|1.1493728
2005-02-17|1.0936748
2005-02-18|2.3103993
2005-02-19|1.381017
2005-02-20|0.3809657
2005-02-21|0.539254
2005-02-22|1.317133
2005-02-23|0.659594
2005-02-24|0.68819946
2005-02-25|3.7097046
2005-02-26|2.0617266
2005-02-27|3.1210496
2005-02-28|2.8826108
2005-03-01|2.365299
2005-03-02|3.0790453
2005-03-03|4.2882676
2005-03-04|1.9726341
2005-03-05|1.5101309
2005-03-06|2.8727381
2005-03-07|1.7548071
2005-03-08|1.5638272
2005-03-09|1.0278071
2005-03-10|0.64971447
2005-03-11|1.8523526
2005-03-12|1.6927497
2005-03-13|1.7053665
2005-03-14|2.4074569
2005-03-15|2.3497384
2005-03-16|4.138769
2005-03-17|4.2631507
2005-03-18|3.8915794
2005-03-19|2.8177252
2005-03-20|3.4875042
2005-03-21|3.6006422
2005-03-22|3.641681
2005-03-23|3.4383872
2005-03-24|2.8221238
2005-03-25|3.833143
2005-03-26|3.0439584
2005-03-27|1.9228343
2005-03-28|2.3600738
2005-03-29|2.3750696
2005-03-30|1.4687107
2005-03-31|0.7307666
2005-04-01|1.3334128
2005-04-02|1.7338779
2005-04-03|2.0088334
2005-04-04|2.2639549
2005-04-05|1.5681357
2005-04-06|2.5876894
2005-04-07|1.2939087
2005-04-08|1.8552502
2005-04-09|1.2026206
2005-04-10|1.1236148
2005-04-11|1.8934543
2005-04-12|0.9656507
2005-04-13|3.7856793
2005-04-14|2.534689
2005-04-15|3.2313595
2005-04-16|2.6127076
2005-04-17|2.0396676
2005-04-18|1.956797
2005-04-19|2.5708525
2005-04-20|2.4229636
2005-04-21|2.4409802
2005-04-22|2.653905
2005-04-23|2.8385038
2005-04-24|2.1917071
2005-04-25|2.1115294
2005-04-26|2.954316
2005-04-27|7.454154
2005-04-28|8.588169
2005-04-29|5.5110087
2005-04-30|4.9139767
2005-05-01|5.3841515
2005-05-02|6.3272243
2005-05-03|4.8282256
2005-05-04|3.5047371
2005-05-05|4.179392
2005-05-06|3.8235562
2005-05-07|1.7666327
2005-05-08|2.6790257
2005-05-09|2.4240086
2005-05-10|1.8991237
2005-05-11|2.2003093
2005-05-12|2.6993208
2005-05-13|3.0269008
2005-05-14|1.3074673
2005-05-15|1.758463
2005-05-16|3.0194752
2005-05-17|1.5181004
2005-05-18|1.9131972
2005-05-19|2.1086044
2005-05-20|5.494474
2005-05-21|5.22769
2005-05-22|5.5053616
2005-05-23|7.5307674
2005-05-24|4.2412987
2005-05-25|7.4074636
2005-05-26|6.8618336
2005-05-27|3.242647
2005-05-28|6.240621
2005-05-29|2.5609572
2005-05-30|1.809466
2005-05-31|1.2718663
2005-06-01|1.1924639
2005-06-02|2.1631994
2005-06-03|1.1445333
2005-06-04|0.6429539
2005-06-05|0.30718544
2005-06-06|1.6337826
2005-06-07|0.9458012
2005-06-08|3.859859
2005-06-09|1.4738388
2005-06-10|2.7318752
2005-06-11|1.7594794
2005-06-12|1.7873652
2005-06-13|1.0564712
2005-06-14|0.43139675
2005-06-15|1.5005748
2005-06-16|1.5323545
2005-06-17|1.6663108
2005-06-18|1.4957569
2005-06-19|1.2331299
2005-06-20|1.423747
2005-06-21|1.7872728
2005-06-22|2.3493316
2005-06-23|1.1238911
2005-06-24|1.3057482
2005-06-25|0.8631931
2005-06-26|1.1470159
2005-06-27|1.2941366
2005-06-28|3.191981
2005-06-29|2.000265
2005-06-30|1.0045066
2005-07-01|0.9876403
2005-07-02|1.7140355
2005-07-03|2.7460544
2005-07-04|1.200319
2005-07-05|2.4717422
2005-07-06|3.6498117
2005-07-07|4.857406
2005-07-08|2.8278923
2005-07-09|2.2072499
2005-07-10|1.4419805
2005-07-11|1.4901191
2005-07-12|1.4374036
2005-07-13|1.6842669
2005-07-14|0.63655573
2005-07-15|1.9847836
2005-07-16|3.5306146
2005-07-17|2.4667845
2005-07-18|1.15863
2005-07-19|0.55330485
2005-07-20|1.3584424
2005-07-21|3.3054874
2005-07-22|1.3665793
2005-07-23|1.3381987
2005-07-24|3.5898519
2005-07-25|2.2373097
2005-07-26|1.6603411
2005-07-27|2.5047238
2005-07-28|3.126209
2005-07-29|1.8676293
2005-07-30|1.8034598
2005-07-31|0.9854966
2005-08-01|1.230263
2005-08-02|1.4128814
2005-08-03|2.0537484
2005-08-04|1.2701738
2005-08-05|1.3521739
2005-08-06|2.362186
2005-08-07|1.4431297
2005-08-08|2.8668878
2005-08-09|1.6558468
2005-08-10|1.7657657
2005-08-11|1.1863725
2005-08-12|3.3623312
2005-08-13|2.598973
2005-08-14|1.5076543
2005-08-15|3.172912
2005-08-16|3.2085114
2005-08-17|2.1341915
2005-08-18|2.0372562
2005-08-19|2.190672
2005-08-20|2.2589667
2005-08-21|1.4544084
2005-08-22|2.3822477
2005-08-23|2.0844562
2005-08-24|1.9200737
2005-08-25|3.7727673
2005-08-26|3.7284064
2005-08-27|1.6577846
2005-08-28|1.5545624
2005-08-29|2.6817222
2005-08-30|2.0651684
2005-08-31|1.1645862
2005-09-01|1.0010954
2005-09-02|1.0422429
2005-09-03|1.6227838
2005-09-04|2.035346
2005-09-05|3.1320617
2005-09-06|1.5404903
2005-09-07|2.2875113
2005-09-08|2.814626
2005-09-09|1.3103031
2005-09-10|1.3521997
2005-09-11|2.0748873
2005-09-12|1.547129
2005-09-13|1.6229327
2005-09-14|2.8276079
2005-09-15|1.8801391
2005-09-16|1.7526861
2005-09-17|2.4763746
2005-09-18|1.4030898
2005-09-19|1.1329376
2005-09-20|2.1869888
2005-09-21|2.7931893
2005-09-22|1.2640868
2005-09-23|1.1996146
2005-09-24|0.75559247
2005-09-25|1.2561501
2005-09-26|2.75719
2005-09-27|2.2665904
2005-09-28|1.8071027
2005-09-29|1.1197355
2005-09-30|4.0581107
2005-10-01|1.5101944
2005-10-02|0.6388298
2005-10-03|0.69246334
2005-10-04|1.0717818
2005-10-05|1.938785
2005-10-06|1.7349417
2005-10-07|1.5566714
2005-10-08|1.8877037
2005-10-09|1.2520733
2005-10-10|1.9142401
2005-10-11|2.617819
2005-10-12|1.7743703
2005-10-13|2.5247488
2005-10-14|3.4816914
2005-10-15|2.222054
2005-10-16|1.9372774
2005-10-17|1.3929731
2005-10-18|0.831964
2005-10-19|1.0776033
2005-10-20|1.640209
2005-10-21|1.886654
2005-10-22|1.9527334
2005-10-23|1.7896485
2005-10-24|1.1295593
2005-10-25|1.2581613
2005-10-26|1.9786472
2005-10-27|1.9092375
2005-10-28|1.2554163
2005-10-29|0.91897434
2005-10-30|1.3199213
2005-10-31|2.4274733
2005-11-01|3.2333355
2005-11-02|2.6971238
2005-11-03|2.2000618
2005-11-04|2.7496428
2005-11-05|2.3603878
2005-11-06|1.3585402
2005-11-07|1.7076339
2005-11-08|1.5744194
2005-11-09|0.8764908
2005-11-10|0.8540275
2005-11-11|0.72911537
2005-11-12|0.7901988
2005-11-13|0.62226766
2005-11-14|0.8242293
2005-11-15|0.67414844
2005-11-16|2.4039383
2005-11-17|1.3334104
2005-11-18|1.2456361
2005-11-19|2.3281052
2005-11-20|1.7431569
2005-11-21|1.2670758
2005-11-22|1.2152693
2005-11-23|1.5751663
2005-11-24|2.109727
2005-11-25|1.4633765
2005-11-26|1.1083441
2005-11-27|1.2015903
2005-11-28|1.0441722
2005-11-29|1.8284568
2005-11-30|0.9970447
2005-12-01|1.20645
2005-12-02|1.3251053
2005-12-03|1.8258239
2005-12-04|1.3308674
2005-12-05|1.133349
2005-12-06|1.407055
2005-12-07|2.0929
2005-12-08|0.49841607
2005-12-09|0.7709089
2005-12-10|1.6801236
2005-12-11|2.220201
2005-12-12|1.4561965
2005-12-13|1.8867143
2005-12-14|0.8278059
2005-12-15|0.9186809
2005-12-16|1.0690634
2005-12-17|1.5038869
2005-12-18|0.5928055
2005-12-19|0.56607497
2005-12-20|0.9400394
2005-12-21|1.9501913
2005-12-22|0.52758294
2005-12-23|1.0335807
2005-12-24|1.4634955
2005-12-25|1.1698222
